data folder: data/ready/nerc/conll2012/
embeddings: glove, 6B.100d
epochs: 100
batch size: 8
initial learning rate: 0.001
l.r. decay rate: 0.05
byte lstm units: 64
word lstm units: 128
byte embedding dim: 50
byte lstm layers: 1
word lstm layers: 1
use byte embeddings: 1
use word embeddings: 0
use crf layer: 0

1.train    L 0.228     acc [B 63.79 E 63.31 O 98.55 T 93.72]   B [P 84.13 R 83.80 F1 83.97]   E [P 69.68 R 76.65 F1 73.00]   EC [P 55.25 R 60.77 F1 57.88]
65.train    L 0.072    acc [B 88.90 E 90.41 O 99.21 T 98.01]   B [P 93.26 R 93.66 F1 93.46]   E [P 87.88 R 91.49 F1 89.65]   EC [P 84.17 R 87.63 F1 85.86]
65.val      L 0.133    acc [B 81.84 E 82.04 O 98.96 T 96.66]   B [P 90.68 R 90.49 F1 90.59]   E [P 82.79 R 86.99 F1 84.84]   EC [P 76.06 R 79.91 F1 77.94]

66.train    L 0.071    acc [B 89.06 E 90.39 O 99.22 T 98.00]   B [P 93.06 R 93.90 F1 93.48]   E [P 87.73 R 91.79 F1 89.71]   EC [P 83.93 R 87.82 F1 85.83]
66.val      L 0.134    acc [B 82.21 E 82.22 O 98.96 T 96.69]   B [P 90.40 R 90.85 F1 90.63]   E [P 82.67 R 87.36 F1 84.95]   EC [P 75.99 R 80.29 F1 78.08]

67.train    L 0.071    acc [B 89.20 E 90.38 O 99.24 T 98.02]   B [P 93.07 R 94.04 F1 93.55]   E [P 87.74 R 91.74 F1 89.70]   EC [P 83.98 R 87.81 F1 85.85]
67.val      L 0.133    acc [B 82.24 E 82.03 O 98.98 T 96.68]   B [P 90.23 R 90.98 F1 90.60]   E [P 82.08 R 87.00 F1 84.47]   EC [P 75.54 R 80.07 F1 77.74]

68.train    L 0.071    acc [B 89.31 E 90.60 O 99.19 T 98.02]   B [P 92.92 R 94.21 F1 93.56]   E [P 87.66 R 92.10 F1 89.82]   EC [P 83.82 R 88.06 F1 85.89]
68.val      L 0.134    acc [B 82.37 E 82.32 O 98.95 T 96.70]   B [P 90.23 R 91.15 F1 90.69]   E [P 82.33 R 87.57 F1 84.87]   EC [P 75.63 R 80.44 F1 77.96]

69.train    L 0.070    acc [B 89.17 E 90.37 O 99.28 T 98.05]   B [P 93.34 R 93.83 F1 93.58]   E [P 88.05 R 91.64 F1 89.81]   EC [P 84.42 R 87.86 F1 86.10]
69.val      L 0.133    acc [B 82.10 E 81.84 O 99.03 T 96.70]   B [P 90.60 R 90.48 F1 90.54]   E [P 82.48 R 86.85 F1 84.61]   EC [P 76.01 R 80.04 F1 77.97]

70.train    L 0.070    acc [B 89.41 E 90.55 O 99.24 T 98.05]   B [P 93.10 R 94.22 F1 93.66]   E [P 87.69 R 91.92 F1 89.76]   EC [P 83.98 R 88.03 F1 85.96]
70.val      L 0.134    acc [B 82.24 E 81.88 O 98.99 T 96.67]   B [P 90.27 R 91.01 F1 90.64]   E [P 82.39 R 87.25 F1 84.75]   EC [P 75.64 R 80.10 F1 77.81]

71.train    L 0.071    acc [B 89.50 E 90.76 O 99.17 T 98.01]   B [P 92.82 R 94.34 F1 93.57]   E [P 87.54 R 92.06 F1 89.75]   EC [P 83.81 R 88.14 F1 85.92]
71.val      L 0.135    acc [B 82.40 E 82.31 O 98.92 T 96.67]   B [P 90.07 R 91.21 F1 90.63]   E [P 82.42 R 87.56 F1 84.91]   EC [P 75.71 R 80.44 F1 78.00]

72.train    L 0.070    acc [B 89.50 E 90.69 O 99.22 T 98.05]   B [P 93.03 R 94.22 F1 93.62]   E [P 87.74 R 91.94 F1 89.79]   EC [P 84.10 R 88.13 F1 86.07]
72.val      L 0.134    acc [B 82.23 E 82.11 O 98.97 T 96.68]   B [P 90.19 R 91.08 F1 90.63]   E [P 82.36 R 87.20 F1 84.71]   EC [P 75.66 R 80.10 F1 77.82]

73.train    L 0.070    acc [B 89.67 E 90.98 O 99.18 T 98.06]   B [P 92.93 R 94.35 F1 93.63]   E [P 87.75 R 92.15 F1 89.90]   EC [P 84.12 R 88.34 F1 86.18]
73.val      L 0.134    acc [B 82.28 E 82.36 O 98.90 T 96.66]   B [P 90.22 R 91.13 F1 90.67]   E [P 82.08 R 87.26 F1 84.59]   EC [P 75.42 R 80.17 F1 77.72]

74.train    L 0.069    acc [B 89.42 E 90.81 O 99.24 T 98.08]   B [P 93.36 R 94.03 F1 93.69]   E [P 88.16 R 91.97 F1 90.02]   EC [P 84.55 R 88.21 F1 86.34]
74.val      L 0.134    acc [B 82.13 E 82.17 O 98.98 T 96.70]   B [P 90.54 R 90.69 F1 90.61]   E [P 82.59 R 86.92 F1 84.70]   EC [P 75.99 R 79.97 F1 77.93]

75.train    L 0.069    acc [B 89.66 E 90.91 O 99.23 T 98.09]   B [P 93.13 R 94.32 F1 93.72]   E [P 87.99 R 92.18 F1 90.04]   EC [P 84.35 R 88.36 F1 86.31]
75.val      L 0.134    acc [B 82.55 E 82.26 O 98.98 T 96.71]   B [P 90.28 R 91.17 F1 90.72]   E [P 82.36 R 87.31 F1 84.76]   EC [P 75.79 R 80.35 F1 78.01]

76.train    L 0.069    acc [B 89.74 E 91.07 O 99.21 T 98.09]   B [P 93.12 R 94.35 F1 93.73]   E [P 87.99 R 92.19 F1 90.04]   EC [P 84.40 R 88.44 F1 86.38]
76.val      L 0.134    acc [B 82.46 E 82.37 O 98.94 T 96.70]   B [P 90.30 R 91.12 F1 90.71]   E [P 82.29 R 87.32 F1 84.73]   EC [P 75.71 R 80.35 F1 77.96]

77.train    L 0.068    acc [B 89.72 E 90.96 O 99.24 T 98.10]   B [P 93.16 R 94.31 F1 93.73]   E [P 88.04 R 92.12 F1 90.03]   EC [P 84.48 R 88.39 F1 86.39]
77.val      L 0.133    acc [B 82.29 E 82.24 O 98.97 T 96.71]   B [P 90.36 R 91.13 F1 90.74]   E [P 82.39 R 87.16 F1 84.71]   EC [P 75.77 R 80.16 F1 77.90]

78.train    L 0.069    acc [B 89.74 E 91.05 O 99.21 T 98.09]   B [P 93.03 R 94.41 F1 93.72]   E [P 87.86 R 92.26 F1 90.01]   EC [P 84.24 R 88.46 F1 86.30]
78.val      L 0.134    acc [B 82.52 E 82.37 O 98.94 T 96.69]   B [P 90.10 R 91.26 F1 90.68]   E [P 82.34 R 87.55 F1 84.86]   EC [P 75.64 R 80.43 F1 77.96]

79.train    L 0.067    acc [B 89.67 E 90.94 O 99.27 T 98.13]   B [P 93.41 R 94.14 F1 93.77]   E [P 88.31 R 91.99 F1 90.11]   EC [P 84.83 R 88.36 F1 86.56]
79.val      L 0.132    acc [B 82.34 E 82.11 O 99.01 T 96.72]   B [P 90.48 R 90.85 F1 90.66]   E [P 82.66 R 87.12 F1 84.83]   EC [P 76.05 R 80.16 F1 78.05]

80.train    L 0.067    acc [B 89.72 E 91.01 O 99.25 T 98.12]   B [P 93.32 R 94.29 F1 93.80]   E [P 88.15 R 92.22 F1 90.14]   EC [P 84.59 R 88.49 F1 86.50]
80.val      L 0.133    acc [B 82.39 E 82.15 O 98.99 T 96.71]   B [P 90.38 R 90.96 F1 90.67]   E [P 82.45 R 87.24 F1 84.78]   EC [P 75.81 R 80.22 F1 77.95]

81.train    L 0.068    acc [B 89.97 E 91.33 O 99.20 T 98.12]   B [P 93.00 R 94.50 F1 93.75]   E [P 87.99 R 92.39 F1 90.14]   EC [P 84.48 R 88.71 F1 86.55]
81.val      L 0.133    acc [B 82.87 E 82.62 O 98.94 T 96.72]   B [P 90.16 R 91.46 F1 90.81]   E [P 82.45 R 87.68 F1 84.99]   EC [P 75.82 R 80.63 F1 78.16]

82.train    L 0.067    acc [B 89.94 E 91.25 O 99.24 T 98.14]   B [P 93.27 R 94.39 F1 93.83]   E [P 88.28 R 92.25 F1 90.22]   EC [P 84.82 R 88.63 F1 86.68]
82.val      L 0.132    acc [B 82.54 E 82.34 O 98.96 T 96.70]   B [P 90.34 R 91.12 F1 90.73]   E [P 82.63 R 87.34 F1 84.92]   EC [P 76.02 R 80.35 F1 78.13]

83.train    L 0.067    acc [B 90.02 E 91.35 O 99.22 T 98.14]   B [P 93.14 R 94.55 F1 93.84]   E [P 88.14 R 92.42 F1 90.23]   EC [P 84.65 R 88.76 F1 86.66]
83.val      L 0.134    acc [B 82.55 E 82.37 O 98.95 T 96.70]   B [P 90.27 R 91.25 F1 90.76]   E [P 82.61 R 87.56 F1 85.01]   EC [P 75.85 R 80.39 F1 78.05]

84.train    L 0.067    acc [B 89.76 E 91.22 O 99.25 T 98.15]   B [P 93.43 R 94.25 F1 93.84]   E [P 88.45 R 92.26 F1 90.32]   EC [P 84.95 R 88.62 F1 86.75]
84.val      L 0.133    acc [B 82.13 E 82.17 O 98.96 T 96.68]   B [P 90.38 R 90.72 F1 90.55]   E [P 82.74 R 87.18 F1 84.90]   EC [P 75.98 R 80.06 F1 77.97]

85.train    L 0.067    acc [B 89.99 E 91.39 O 99.22 T 98.15]   B [P 93.22 R 94.53 F1 93.87]   E [P 88.28 R 92.46 F1 90.32]   EC [P 84.72 R 88.73 F1 86.68]
85.val      L 0.135    acc [B 82.48 E 82.27 O 98.94 T 96.68]   B [P 90.24 R 91.04 F1 90.64]   E [P 82.61 R 87.36 F1 84.92]   EC [P 75.94 R 80.31 F1 78.07]

86.train    L 0.066    acc [B 90.10 E 91.48 O 99.25 T 98.18]   B [P 93.36 R 94.43 F1 93.89]   E [P 88.54 R 92.48 F1 90.46]   EC [P 85.12 R 88.90 F1 86.97]
86.val      L 0.133    acc [B 82.57 E 82.36 O 98.94 T 96.69]   B [P 90.17 R 90.99 F1 90.58]   E [P 82.23 R 87.05 F1 84.57]   EC [P 75.74 R 80.18 F1 77.90]

87.train    L 0.066    acc [B 90.06 E 91.41 O 99.24 T 98.17]   B [P 93.34 R 94.41 F1 93.87]   E [P 88.41 R 92.42 F1 90.37]   EC [P 85.00 R 88.85 F1 86.88]
87.val      L 0.134    acc [B 82.51 E 82.41 O 98.94 T 96.69]   B [P 90.28 R 90.99 F1 90.63]   E [P 82.60 R 87.24 F1 84.86]   EC [P 76.09 R 80.36 F1 78.17]

88.train    L 0.066    acc [B 90.05 E 91.40 O 99.25 T 98.17]   B [P 93.34 R 94.43 F1 93.88]   E [P 88.34 R 92.42 F1 90.33]   EC [P 84.92 R 88.83 F1 86.83]
88.val      L 0.134    acc [B 82.59 E 82.38 O 98.95 T 96.70]   B [P 90.35 R 91.14 F1 90.74]   E [P 82.28 R 87.18 F1 84.66]   EC [P 75.74 R 80.25 F1 77.93]

89.train    L 0.065    acc [B 90.12 E 91.54 O 99.24 T 98.19]   B [P 93.40 R 94.44 F1 93.92]   E [P 88.48 R 92.56 F1 90.47]   EC [P 85.11 R 89.03 F1 87.02]
89.val      L 0.133    acc [B 82.51 E 82.35 O 98.95 T 96.70]   B [P 90.39 R 91.00 F1 90.70]   E [P 82.63 R 87.38 F1 84.94]   EC [P 76.11 R 80.48 F1 78.24]

90.train    L 0.065    acc [B 90.22 E 91.69 O 99.22 T 98.19]   B [P 93.29 R 94.52 F1 93.90]   E [P 88.41 R 92.49 F1 90.41]   EC [P 85.05 R 88.97 F1 86.96]
90.val      L 0.133    acc [B 82.74 E 82.56 O 98.92 T 96.70]   B [P 90.29 R 91.11 F1 90.70]   E [P 82.50 R 87.28 F1 84.82]   EC [P 76.09 R 80.49 F1 78.23]

91.train    L 0.065    acc [B 90.14 E 91.48 O 99.27 T 98.20]   B [P 93.44 R 94.44 F1 93.94]   E [P 88.61 R 92.55 F1 90.53]   EC [P 85.22 R 89.01 F1 87.07]
91.val      L 0.133    acc [B 82.53 E 82.32 O 98.99 T 96.73]   B [P 90.52 R 90.96 F1 90.74]   E [P 82.65 R 87.24 F1 84.89]   EC [P 76.23 R 80.46 F1 78.29]

92.train    L 0.065    acc [B 90.28 E 91.64 O 99.26 T 98.21]   B [P 93.37 R 94.57 F1 93.97]   E [P 88.53 R 92.57 F1 90.50]   EC [P 85.18 R 89.06 F1 87.08]
92.val      L 0.133    acc [B 82.60 E 82.25 O 98.97 T 96.71]   B [P 90.41 R 91.04 F1 90.72]   E [P 82.49 R 87.35 F1 84.85]   EC [P 76.05 R 80.53 F1 78.22]

93.train    L 0.065    acc [B 90.22 E 91.56 O 99.26 T 98.20]   B [P 93.40 R 94.57 F1 93.98]   E [P 88.52 R 92.57 F1 90.50]   EC [P 85.12 R 89.01 F1 87.02]
93.val      L 0.134    acc [B 82.70 E 82.38 O 98.96 T 96.71]   B [P 90.32 R 91.20 F1 90.76]   E [P 82.46 R 87.45 F1 84.88]   EC [P 75.84 R 80.44 F1 78.07]

94.train    L 0.064    acc [B 90.13 E 91.58 O 99.27 T 98.21]   B [P 93.50 R 94.42 F1 93.96]   E [P 88.67 R 92.52 F1 90.55]   EC [P 85.31 R 89.02 F1 87.13]
94.val      L 0.134    acc [B 82.49 E 82.37 O 98.95 T 96.70]   B [P 90.34 R 90.99 F1 90.66]   E [P 82.52 R 87.26 F1 84.82]   EC [P 75.95 R 80.31 F1 78.07]

95.train    L 0.065    acc [B 90.34 E 91.65 O 99.25 T 98.21]   B [P 93.38 R 94.55 F1 93.96]   E [P 88.59 R 92.62 F1 90.56]   EC [P 85.31 R 89.19 F1 87.21]
95.val      L 0.135    acc [B 82.56 E 82.38 O 98.94 T 96.70]   B [P 90.17 R 90.99 F1 90.58]   E [P 82.70 R 87.45 F1 85.01]   EC [P 76.17 R 80.54 F1 78.29]

96.train    L 0.064    acc [B 90.24 E 91.61 O 99.29 T 98.23]   B [P 93.54 R 94.55 F1 94.04]   E [P 88.76 R 92.67 F1 90.67]   EC [P 85.40 R 89.16 F1 87.24]
96.val      L 0.134    acc [B 82.69 E 82.38 O 98.97 T 96.72]   B [P 90.39 R 91.06 F1 90.73]   E [P 82.52 R 87.29 F1 84.84]   EC [P 76.16 R 80.56 F1 78.30]

97.train    L 0.063    acc [B 90.15 E 91.55 O 99.31 T 98.24]   B [P 93.78 R 94.36 F1 94.07]   E [P 89.01 R 92.52 F1 90.73]   EC [P 85.69 R 89.07 F1 87.35]
97.val      L 0.133    acc [B 82.37 E 82.15 O 98.99 T 96.71]   B [P 90.61 R 90.76 F1 90.69]   E [P 82.75 R 87.10 F1 84.87]   EC [P 76.32 R 80.33 F1 78.27]

98.train    L 0.064    acc [B 90.42 E 91.80 O 99.26 T 98.24]   B [P 93.38 R 94.68 F1 94.02]   E [P 88.62 R 92.71 F1 90.62]   EC [P 85.30 R 89.23 F1 87.22]
98.val      L 0.133    acc [B 82.82 E 82.49 O 98.96 T 96.73]   B [P 90.24 R 91.30 F1 90.76]   E [P 82.38 R 87.50 F1 84.86]   EC [P 75.91 R 80.63 F1 78.20]

99.train    L 0.063    acc [B 90.49 E 91.89 O 99.25 T 98.24]   B [P 93.43 R 94.69 F1 94.05]   E [P 88.63 R 92.73 F1 90.63]   EC [P 85.38 R 89.33 F1 87.31]
99.val      L 0.132    acc [B 82.87 E 82.71 O 98.95 T 96.75]   B [P 90.28 R 91.24 F1 90.76]   E [P 82.73 R 87.65 F1 85.12]   EC [P 76.34 R 80.87 F1 78.54]

100.train    L 0.063   acc [B 90.31 E 91.62 O 99.32 T 98.27]   B [P 93.75 R 94.53 F1 94.14]   E [P 89.01 R 92.59 F1 90.77]   EC [P 85.75 R 89.19 F1 87.43]
100.val      L 0.134   acc [B 82.61 E 82.23 O 99.02 T 96.74]   B [P 90.51 R 90.80 F1 90.65]   E [P 82.92 R 87.38 F1 85.09]   EC [P 76.56 R 80.68 F1 78.57]


Best epoch: 100
Best metric: 78.57

Confusion matrix:

[[   808     16      0      0      0      0      0      0      3      0      1      0      0      0      0      4      2      0     33      7      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     64]
 [    23   1271      5      0      0      0      0      0      0      0      2      0      0      2      0      0      8      0      0     82      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2      0    112]
 [     1      6     39      2     19      0      2      0      0      1      0     19      0     10      0      0      0      6      0      0      5      1      1      0      0      0      0      0      0      2      0      0      0      0      0      0     29]
 [     0      0      0     30     17      0      0      2      0      0      0     39      0     12      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3      0      0      0      0      0      0     11]
 [     1      1      0      5   2072      0      0      5      0      4      0     50      0     62      0      0      0      0      0      1      1      2     11      0      0      1      0      0      0     16      0      5      0      0      0      0     31]
 [     0      0      0      0      2     12      0      0      0     19      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0]
 [     1      0      0      0      1      0      8      0      0      0      0      9      0      1      0      0      0      3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     17]
 [     0      0      0      7     39      0      0    101      0     17      0      7      0     12      0      0      0      0      0      1      0      0      0      0      0      2      0      0      0      1      0      2      0      0      0      0     15]
 [     6      0      0      0      0      0      0      0    247      0      0      0      1      0      0      0      0      0      0      1      0      0      0      0      0      0     14      0      0      0      0      0      0      0      0      0      5]
 [     0      0      0      0     20      6      0      0      0    772      0     10      0      6      0      0      0      0      0      1      0      0      0      0      0      0      0      1      0     14      0      1      0      0      0      0     16]
 [     4      4      0      0      0      0      0      0      0      0    198      0      0      0      0      0      0      0      0     16      2      0      0      0      0      0      0      0      0      0      0      1      0      0      1      0      6]
 [     2      1      3     15     60      0      2     19      1     11      1   1330      0     95      0      0      0      4      0      0      0      2      1      0      0      0      0      0      0     76      0      1      0      0      0      2    114]
 [     0      0      0      0      0      0      0      0      0      0      0      0    160      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     12      0      0      0      0      0      5]
 [     0      1      0      2     36      0      0      2      0     10      1     37      0   1811      0      0      0      1      0      0      0      0      1      0      0      0      0      0      0      8      0     30      0      0      0      1     79]
 [     2      0      0      0      2      0      0      0      0      0      0      9      0      6     29      0      0      3      0      0      0      1      0      0      0      0      0      0      0      5      0      0      2      0      0      0     13]
 [    14      0      0      0      0      0      0      0      0      1      0      0      0      0      0     70      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      8      1      0      5]
 [     4      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0    136      0      1      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0     22      0     42]
 [     1      0      0      4      4      0      1      1      0      2      0     12      0     21      0      0      0     48      0      0      1      0      0      0      1      0      0      0      0      1      0      0      1      0      0      3     41]
 [    13      0      0      0      0      0      0      0      1      0      0      0      0      0      0      0      0      0    262      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      0     12]
 [     3     35      0      0      0      0      0      0      0      0     11      2      0      0      0      0      1      0      5   1582     12      0      0      0      1      0      0      0      0      0      0      1      0      0      8      1    147]
 [     0      4      3      0      0      0      0      1      0      3      0      0      0      1      0      0      0      1      0      6    123      8      2      0      8      1      0      2      0     36      0      8      0      0      0     19     46]
 [     1      1      0      1      1      0      0      1      0      0      0      3      0      3      0      0      0      0      0      0      1     56     18      0      0      7      0      0      0     78      0     14      2      0      0      0     16]
 [     0      0      0      0     10      0      0      0      0      0      0      1      0      0      0      0      0      0      0      0      1      6    495      0      0      6      0      0      0     15      0     11      0      0      0      0     10]
 [     0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0]
 [     4      1      0      0      1      0      2      0      0      0      0      0      0      3      0      0      0      0      2      0      1      0      0      0      6      0      0      0      0     23      0      0      0      0      0      4     37]
 [     0      0      0      0      4      0      0      1      0      0      0      0      0      2      0      0      0      0      0      0      3     15     39      0      0     79      0      2      0     19      0     10      0      0      0      1     13]
 [     0      0      0      0      0      0      0      0      7      0      0      1      0      0      0      0      0      0      3      1      0      0      0      0      0      0    565      0      0      2      1      0      0      0      0      0      7]
 [     0      0      0      0      0      0      0      0      0     14      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     26      0      0      0      1      0      0      0      0      3]
 [     0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0]
 [     0      1      0      0     21      0      0      0      0      4      0     30      0      5      0      0      0      1      2      0     11     36     22      0      7     29      0      3      0   2017      0     31      2      0      0     12    102]
 [     0      0      0      0      0      0      0      0      0      0      0      0      5      0      0      0      0      0      1      0      0      0      0      0      0      0      1      0      0      0    239      0      0      0      0      0     12]
 [     0      1      0      0      1      0      0      0      0      0      0      1      0     17      0      0      0      1      0      0      0      3      7      0      0      2      0      0      0     27      0   1311      0      0      1      1     22]
 [     1      0      0      0      0      0      0      0      1      0      0      1      0      1      0      0      0      2      3      0      0      2      0      0      1      0      0      0      0     16      0      4     71      0      0      8     18]
 [     3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      4      2      0      0      0      0      0      0      0      1      0      0      0      0      0    170      3      0     20]
 [     1      2      0      0      0      0      0      0      0      1      2      0      0      0      0      0      7      0      8     14      0      0      0      0      0      0      0      0      0      0      0      0      0      0    185      0     40]
 [     4      2      0      1      3      0      0      0      0      0      0      0      0     12      0      0      1      4      0      1      6      8      9      0      1      2      0      0      0     21      0     36      3      0      0    135     85]
 [   133    180      8      3     40      1      0      8     17     33     33    143      9    114      1      6     26     15     25    167     16      5      8      0      7      1      9      4      0    108      8     55      1      9     26     38 126444]]

Per-class summary:

CARDINAL        [TP 804 FP 254 FN 134]    [P 75.99 R 85.71 F1 80.56]
DATE            [TP 1221 FP 399 FN 286]   [P 75.37 R 81.02 F1 78.09]
EVENT           [TP 33 FP 47 FN 110]      [P 41.25 R 23.08 F1 29.60]
FAC             [TP 25 FP 79 FN 90]       [P 24.04 R 21.74 F1 22.83]
GPE             [TP 2052 FP 342 FN 216]   [P 85.71 R 90.48 F1 88.03]
LANGUAGE        [TP 12 FP 7 FN 21]        [P 63.16 R 36.36 F1 46.15]
LAW             [TP 6 FP 23 FN 34]        [P 20.69 R 15.00 F1 17.39]
LOC             [TP 97 FP 61 FN 107]      [P 61.39 R 47.55 F1 53.59]
MONEY           [TP 249 FP 34 FN 25]      [P 87.99 R 90.88 F1 89.41]
NORP            [TP 766 FP 129 FN 81]     [P 85.59 R 90.44 F1 87.94]
ORDINAL         [TP 198 FP 51 FN 34]      [P 79.52 R 85.34 F1 82.33]
ORG             [TP 1279 FP 584 FN 461]   [P 68.65 R 73.51 F1 71.00]
PERCENT         [TP 154 FP 23 FN 23]      [P 87.01 R 87.01 F1 87.01]
PERSON          [TP 1782 FP 476 FN 238]   [P 78.92 R 88.22 F1 83.31]
PRODUCT         [TP 28 FP 14 FN 44]       [P 66.67 R 38.89 F1 49.12]
QUANTITY        [TP 62 FP 34 FN 38]       [P 64.58 R 62.00 F1 63.27]
TIME            [TP 128 FP 84 FN 86]      [P 60.38 R 59.81 F1 60.09]
WORK_OF_ART     [TP 32 FP 92 FN 110]      [P 25.81 R 22.54 F1 24.06]

Predicted sentence samples:

1. In_O the_B-DATE summer_I-DATE of_I-DATE 2005_E-DATE ,_O a_O picture_O that_O people_O have_O long_O been_O looking_O forward_O to_O started_O emerging_O with_O frequency_O in_O various_O major_O Hong_B-GPE Kong_E-GPE media_O ._O
2. With_O their_O unique_O charm_O ,_O these_O well_O -_O known_O cartoon_O images_O once_O again_O caused_O Hong_B-GPE Kong_E-GPE to_O be_O a_O focus_O of_O worldwide_O attention_O ._O
3. The_O world_O 's_O fifth_S-ORDINAL Disney_S-PERSON|S-ORG park_O will_O soon_O open_O to_O the_O public_O here_O ._O
4. The_O most_O important_O thing_O about_O Disney_S-PERSON|S-ORG is_O that_O it_O is_O a_O global_O brand_O ._O
5. Well_O ,_O for_O several_B-DATE years_E-DATE ,_O although_O it_O was_O still_O under_O construction_O and_O ,_O er_O ,_O not_O yet_O open_O ,_O it_O can_O be_O said_O that_O many_O people_O have_O viewed_O Hong_B-GPE Kong_E-GPE with_O new_O respect_O ._O
6. Then_O welcome_O to_O the_O official_O writing_O ceremony_O of_O Hong_B-GPE|B-FAC Kong_I-GPE|I-FAC Disneyland_E-GPE|E-FAC ._O
7. The_O construction_O of_O Hong_B-GPE|B-FAC Kong_I-GPE|I-FAC Disneyland_E-GPE|E-FAC began_O two_B-DATE years_I-DATE ago_E-DATE ,_O in_O 2003_S-DATE ._O
8. In_O January_B-DATE of_I-DATE that_I-DATE year_E-DATE ,_O the_O Hong_B-GPE Kong_E-GPE government_O turned_O over_O to_O Disney_B-ORG Corporation_E-ORG 200_S-CARDINAL|B-QUANTITY hectares_O|E-QUANTITY of_O land_O at_O the_O foot_O of_O Lantau_B-LOC Island_E-LOC that_O was_O obtained_O following_O the_O largest_O land_O reclamation_O project_O in_O recent_B-DATE years_E-DATE ._O
9. One_S-CARDINAL ._O
10. Since_O then_O ,_O this_O area_O has_O become_O a_O prohibited_O zone_O in_O Hong_B-GPE Kong_E-GPE ._O
11. As_O its_O neighbor_O on_O Lantau_B-GPE|B-LOC Island_E-GPE|E-LOC ,_O Hong_B-GPE|B-ORG Kong_I-GPE|I-ORG International_I-FAC|I-ORG Airport_E-ORG had_O to_O change_O its_O flight_O routes_O to_O make_O this_O area_O a_O no_O -_O fly_O zone_O ._O
12. Mickey_B-PERSON|O Mouse_I-PERSON|O 's_E-PERSON|O new_O home_O ,_O settling_O on_O Chinese_S-NORP land_O for_O the_O first_S-ORDINAL time_O ,_O has_O captured_O worldwide_O attention_O ._O
13. There_O 's_O only_B-DATE|O one_I-DATE|B-DATE month_E-DATE left_O before_O the_O opening_O of_O Hong_B-GPE|B-FAC Kong_I-GPE|I-FAC Disneyland_E-GPE|E-FAC on_O September_B-DATE 12_E-DATE ._O
14. The_O subway_O to_O Disney_S-PERSON|S-FAC has_O already_O been_O constructed_O ._O
15. At_O subway_O stations_O ,_O passengers_O will_O frequently_O press_O the_O station_O for_O Disney_S-ORG|S-FAC on_O ticket_O machines_O ,_O trying_O to_O purchase_O tickets_O to_O enjoy_O the_O park_O when_O it_O first_S-ORDINAL opens_O ._O
16. Meanwhile_O ,_O the_O Disney_S-ORG|S-FAC subway_O station_O is_O scheduled_O to_O open_O on_O the_B-DATE same_I-DATE day_E-DATE as_O the_O park_O ._O
17. For_O two_B-DATE years_E-DATE ,_O Disney_S-ORG has_O constantly_O maintained_O its_O mystery_O ._O
18. No_O media_O have_O been_O allowed_O to_O enter_O for_O photos_O ._O
19. We_O took_O a_O taxi_O along_O the_O path_O of_O the_O highway_O that_O heads_O toward_O Disney_S-PERSON|S-FAC ,_O trying_O to_O experience_O this_O mysterious_O park_O from_O close_O by_O ._O
20. However_O ,_O before_O any_O of_O the_O Disney_S-PERSON|S-ORG symbols_O were_O in_O sight_O ,_O the_O car_O was_O stopped_O by_O a_O security_O guard_O at_O the_O intersection_O of_O the_O road_O towards_O Disney_S-PERSON|S-ORG ._O
21. On_O our_O way_O back_O ,_O the_O taxi_O driver_O gave_O us_O an_O explanation_O after_O understanding_O our_O intentions_O ._O
22. Er_O ,_O according_O to_O what_O the_O security_O guard_O said_O ,_O for_O the_O time_O before_O everything_O is_O officially_O ,_O opened_O ,_O ,_O no_O cars_O can_O enter_O unless_O they_O have_O special_O permission_O ._O
23. No_O one_O can_O enter_O otherwise_O ._O
24. Video_O recording_O is_O especially_O forbidden_O ._O
25. Ah_O ,_O everything_O is_O top_O secret_O ._O
26. If_O pictures_O are_O taken_O without_O permission_O ,_O %pw_O that_O is_O to_O say_O ,_O it_O will_O at_O all_O times_O be_O pursued_O by_O legal_O action_O ,_O a_O big_O hassle_O ._O
